Time,fi-1001-pv,fc-1011-pv,fc-1012-pv,fc-1002-pv,ti-1001-pv,ti-1011-pv,ti-1012-pv,ti-1013-pv,ti-1014-pv,ti-1015-pv,ti-1016-pv,ti-1021-pv,ti-1022-pv,ti-1023-pv,ti-1024-pv,ti-1025-pv,ti-1026-pv,tc-1002-pv,ai-1001-pv,ai-1002-pv,ai-1010-pv,pi-1050-pv,pi-1002-pv,pc-1611-pv
530,1292.65,647.38,648.57,1556.12,69.08,442.96,832.96,841.50,846.93,850.50,863.18,442.17,833.32,840.75,845.11,855.25,862.68,442.5626101,1.54,15.94,931.47,-191.43,81.64,108.48
531,1306.00,654.39,646.59,1565.46,69.41,437.16,834.86,840.70,843.06,855.35,862.17,441.31,835.94,841.08,845.49,851.83,861.11,439.2227911,1.41,15.75,927.24,-187.97,81.86,106.77
532,1301.00,652.48,645.24,1558.47,68.06,440.54,834.74,841.80,844.99,853.53,862.84,438.88,835.77,841.22,845.53,854.69,861.12,439.7116564,1.43,14.48,921.99,-189.45,81.90,107.81
533,1300.37,650.46,648.69,1553.78,70.61,437.82,834.78,839.48,848.45,855.34,862.04,438.34,834.24,840.12,844.78,852.96,862.05,438.0787486,1.48,16.07,937.60,-192.87,82.46,107.24
534,1304.49,645.57,651.62,1565.90,68.67,440.55,834.61,840.70,846.28,852.05,861.51,439.59,835.87,839.42,845.04,854.64,862.79,440.0695816,1.55,14.43,930.99,-192.94,82.14,107.65
535,1303.35,649.65,651.05,1559.66,69.34,440.20,834.36,841.91,847.00,851.25,860.90,437.02,834.89,839.91,844.74,853.01,861.42,438.6081469,1.39,15.28,930.43,-185.59,82.30,108.11
536,1304.50,645.26,653.16,1555.72,70.99,438.82,835.39,841.35,843.05,852.66,861.66,438.55,836.23,841.30,848.34,853.46,860.81,438.6821096,1.46,13.82,929.57,-189.92,81.56,107.97
537,1304.36,647.79,649.18,1557.96,71.63,440.01,835.68,838.26,844.11,851.21,862.03,438.86,833.42,838.39,846.87,851.72,861.42,439.4323329,1.37,15.20,934.58,-190.66,82.05,109.13
538,1300.27,649.52,651.86,1563.83,68.02,441.16,835.28,838.44,844.38,852.56,862.61,439.40,832.77,841.21,847.70,850.82,861.51,440.2816152,1.57,14.92,923.09,-192.15,82.14,107.21
539,1300.62,645.10,646.21,1566.76,71.98,441.47,833.27,839.88,847.46,853.52,863.39,441.56,837.46,840.53,843.75,850.72,862.68,441.5153097,1.55,15.89,928.46,-192.42,82.44,108.27
540,1303.72,649.45,652.14,1553.37,70.80,441.03,833.71,841.26,847.72,853.28,860.91,438.44,833.94,840.06,844.70,855.36,862.04,439.7287478,1.37,14.80,927.37,-190.72,81.65,108.84
541,1292.76,649.71,650.63,1556.89,70.06,441.22,835.31,841.68,844.00,851.46,863.04,439.93,835.52,839.75,846.50,854.90,861.00,440.5725645,1.58,14.81,938.14,-185.86,81.80,108.72
542,1293.78,654.15,651.80,1561.40,69.81,437.45,835.00,840.54,845.39,855.34,861.79,438.38,835.06,840.58,845.09,855.32,861.08,437.9145091,1.55,14.38,939.32,-193.55,82.38,109.26
543,1299.74,645.88,648.27,1566.66,68.25,439.07,837.47,840.07,848.05,853.60,863.41,440.80,836.66,841.83,847.11,852.11,862.05,439.9362229,1.62,15.84,938.20,-189.51,81.77,106.84
544,1306.87,647.85,647.64,1556.99,70.68,438.51,836.30,838.93,844.21,852.25,860.92,438.09,833.07,839.16,846.75,850.96,863.20,438.296974,1.54,14.94,923.93,-191.65,82.36,106.82
545,1296.96,646.26,649.99,1560.91,70.92,442.81,835.29,839.36,845.68,854.15,862.66,438.21,833.74,840.71,847.06,853.10,863.44,440.5021789,1.56,14.87,924.06,-193.19,81.60,108.24
546,1293.47,647.45,654.55,1559.89,68.72,437.98,837.20,841.49,843.21,855.45,863.34,442.47,833.86,839.81,847.20,854.67,862.30,440.2388807,1.41,16.27,933.22,-191.30,82.27,107.30
547,1298.53,648.66,649.23,1555.09,68.07,438.93,833.89,840.48,847.50,854.80,861.39,437.65,833.91,840.52,845.76,850.92,863.07,438.2900318,1.63,14.07,937.29,-185.41,82.20,108.40
548,1299.44,651.26,649.34,1562.44,69.14,438.52,835.80,840.99,848.60,851.90,862.85,438.39,832.83,841.87,847.35,852.01,862.04,438.4548101,1.63,14.70,935.66,-187.48,81.82,109.08
549,1298.02,651.29,647.40,1559.78,68.51,437.84,834.42,838.21,845.25,850.95,860.94,440.15,833.43,840.29,846.00,852.36,862.04,438.992331,1.60,16.00,930.86,-186.63,82.22,107.04
550,1308.50,650.11,647.28,1567.17,68.53,440.78,832.88,839.44,843.49,850.86,863.23,439.02,834.80,841.03,844.23,854.26,862.63,439.9025325,1.38,14.07,932.28,-185.78,82.36,108.27
551,1293.35,647.99,654.47,1560.60,69.84,437.34,833.61,838.48,844.55,854.52,861.09,437.04,834.82,839.36,845.82,852.53,861.73,437.192616,1.52,13.56,938.60,-190.22,82.05,109.04
552,1291.82,646.50,647.72,1562.31,69.60,437.96,833.45,839.49,845.69,853.41,862.92,438.55,836.20,839.47,847.96,853.07,863.29,438.2550203,1.58,13.95,939.32,-186.63,82.48,109.11
553,1295.95,645.46,647.61,1567.42,69.71,439.40,836.85,839.33,848.46,855.49,860.52,440.71,833.10,839.37,844.35,853.93,862.34,440.0533465,1.45,15.42,925.05,-194.20,82.10,107.81
554,1305.34,651.46,649.35,1567.23,68.01,441.78,835.10,840.90,843.43,851.60,860.74,441.18,834.62,838.21,848.95,853.39,862.70,441.4800317,1.39,14.44,921.09,-190.57,82.35,107.46
555,1301.96,654.62,653.10,1566.14,71.52,439.27,836.59,838.01,846.76,851.71,861.84,440.40,836.22,840.96,843.52,853.74,860.89,439.8308129,1.42,14.37,935.01,-194.71,81.66,107.51
556,1294.69,647.30,654.31,1562.08,68.88,439.38,833.41,838.44,848.33,854.51,862.00,438.90,835.64,841.66,845.22,853.55,863.18,439.1399579,1.36,15.46,935.75,-193.22,82.40,106.80
557,1290.30,648.30,653.75,1552.71,70.69,440.59,836.76,841.60,848.47,852.44,860.82,440.58,836.15,839.35,843.06,850.76,862.94,440.5844394,1.47,14.29,935.05,-192.69,82.14,106.93
558,1290.34,654.50,648.24,1567.04,70.65,437.05,835.27,838.93,843.44,852.41,862.16,441.58,837.34,838.66,847.60,851.09,861.85,439.3036445,1.36,15.66,934.26,-192.12,81.73,107.80
559,1295.89,649.23,648.79,1565.12,68.73,437.72,833.59,838.92,845.82,852.63,862.54,438.90,835.32,838.68,844.41,854.00,860.90,438.3095314,1.49,13.90,926.80,-190.99,81.63,109.26
560,1299.33,649.15,649.95,1565.70,68.83,442.04,837.31,839.10,843.52,853.73,863.31,438.26,835.59,838.72,843.84,854.79,862.68,440.1513414,1.51,14.99,925.84,-186.39,82.18,107.81
561,1294.13,654.10,647.35,1559.06,70.03,437.88,834.36,839.99,847.13,854.93,862.40,440.04,835.52,841.08,844.05,851.72,861.36,438.9554166,1.50,14.86,921.65,-188.84,81.82,108.19
562,1292.40,653.39,653.01,1553.56,70.03,437.44,833.83,839.63,848.27,850.60,862.97,437.58,834.37,838.92,844.15,853.16,863.45,437.5109357,1.41,13.56,931.25,-190.07,81.83,106.84
563,1298.50,652.89,646.86,1559.85,68.20,441.59,834.13,840.80,846.23,853.61,862.38,439.13,832.61,838.48,844.88,852.78,862.08,440.367237,1.42,14.08,936.10,-192.88,82.13,107.98
564,1308.93,647.21,647.65,1561.62,70.80,441.37,833.88,839.15,846.54,851.49,860.61,438.37,837.03,840.26,845.64,851.97,861.87,439.8735241,1.60,13.85,922.05,-186.62,82.41,107.75
565,1305.66,649.71,653.07,1558.13,68.20,437.36,835.58,839.82,844.31,855.12,862.57,442.91,833.00,841.30,848.35,851.15,862.39,440.1404262,1.58,15.90,927.70,-187.57,81.94,108.46
566,1291.38,652.57,645.33,1563.77,69.02,441.35,833.02,839.92,843.79,854.22,861.99,437.23,833.49,839.16,843.51,851.54,861.97,439.3043622,1.38,13.77,922.79,-193.19,82.10,108.91
567,1306.99,654.07,648.16,1565.69,68.01,442.12,835.48,841.10,845.63,851.31,863.34,441.05,833.84,839.23,847.42,855.45,862.77,441.5872115,1.42,13.95,928.32,-186.05,81.60,109.21
568,1303.47,652.79,645.90,1564.47,71.73,439.70,836.45,841.18,843.52,851.76,862.43,437.35,832.67,840.19,845.34,851.65,862.10,438.5319547,1.52,14.58,936.51,-194.52,82.47,107.45
569,1301.81,646.97,647.81,1558.05,71.97,441.99,835.74,838.24,848.93,852.52,860.95,438.66,833.67,838.91,844.52,853.77,861.98,440.3242795,1.59,15.03,934.67,-190.96,82.43,108.77
570,1291.42,653.69,648.04,1560.31,70.89,439.22,837.11,840.96,848.96,850.80,861.66,437.96,834.39,839.56,848.16,851.98,863.48,438.5908902,1.42,14.09,937.28,-190.77,81.84,109.14
571,1307.43,649.80,645.89,1565.27,70.41,439.96,837.12,840.66,843.20,853.24,862.81,442.86,836.30,839.12,847.90,855.18,862.70,441.4061523,1.47,16.33,927.65,-187.74,82.04,107.24
572,1303.81,649.68,652.53,1557.71,70.85,438.84,832.86,840.99,846.60,852.68,861.81,441.55,836.78,841.93,845.55,853.15,862.60,440.1998534,1.36,13.73,926.66,-192.78,82.01,108.86
573,1304.35,654.98,650.91,1557.67,71.33,442.06,836.84,839.72,843.52,855.35,860.92,437.85,832.71,838.59,844.81,852.93,863.03,439.9613692,1.35,14.67,937.69,-192.07,82.10,108.52
574,1309.95,645.70,653.79,1557.21,68.27,438.14,832.91,840.75,845.35,851.42,861.71,438.61,835.61,840.87,846.09,851.82,860.91,438.3764739,1.43,15.96,933.23,-190.40,82.04,107.39
575,1299.21,646.00,651.67,1555.29,70.66,439.19,835.01,841.95,844.51,854.56,861.89,439.55,835.16,840.54,847.73,853.73,863.41,439.3750864,1.37,13.92,929.79,-189.29,82.13,108.82
576,1307.97,649.08,654.51,1557.25,71.07,437.55,833.96,840.38,846.35,852.66,863.22,442.92,833.68,840.75,843.57,851.79,862.54,440.2496166,1.59,15.90,925.39,-187.72,81.98,109.17
577,1296.98,647.67,648.09,1561.09,69.75,439.69,833.94,838.28,844.65,854.42,862.06,440.31,836.74,839.46,846.16,854.13,860.58,439.9983517,1.61,14.09,922.15,-188.64,81.57,108.56
578,1297.09,648.97,648.89,1562.26,68.02,437.79,837.03,838.45,847.38,851.56,862.82,440.39,833.34,841.97,848.26,852.36,863.40,439.0909926,1.61,13.95,926.70,-193.96,82.29,108.91
579,1298.08,645.42,648.04,1559.91,71.98,441.95,834.57,841.65,843.49,851.43,860.69,437.39,834.59,838.80,847.64,852.59,861.46,439.6642075,1.52,16.25,934.43,-192.33,82.46,107.12
580,1298.72,652.72,646.60,1560.54,69.12,439.36,836.20,840.86,844.47,852.45,862.85,442.28,832.84,840.96,848.63,853.26,861.15,440.8131777,1.64,13.61,934.31,-190.06,81.99,107.66
581,1291.30,646.88,648.53,1566.55,68.05,438.42,835.58,839.60,843.84,853.09,862.47,441.04,836.96,841.55,846.48,852.10,861.12,439.7327512,1.37,14.46,937.97,-190.01,81.58,108.04
582,1298.68,648.02,651.89,1564.98,71.78,438.48,835.68,840.02,847.74,853.84,861.41,441.99,837.43,838.07,843.16,852.49,861.42,440.2412653,1.65,13.55,929.10,-194.02,82.46,108.66
583,1291.77,650.17,645.20,1565.12,70.01,437.97,834.53,840.82,845.50,850.95,861.54,442.89,834.10,840.29,847.35,853.16,861.66,440.4194324,1.37,15.52,923.01,-193.78,82.25,107.88
584,1291.08,652.07,654.94,1553.22,69.55,438.52,833.27,838.36,844.35,850.91,861.45,437.98,833.77,838.95,848.56,854.44,862.87,438.2496914,1.43,15.54,934.64,-192.28,81.87,108.57
585,1302.50,645.42,648.89,1566.71,68.16,442.48,834.50,838.14,847.23,853.04,862.93,439.98,835.60,839.68,847.98,853.85,860.68,441.2281006,1.61,15.52,930.53,-187.44,82.19,109.24
586,1300.77,653.74,646.82,1556.63,70.81,438.16,833.79,840.48,843.37,855.29,860.98,440.77,837.23,838.66,843.08,855.30,860.73,439.4595515,1.41,14.51,925.74,-187.36,81.68,108.53
587,1303.14,651.67,651.26,1554.03,69.23,442.53,835.70,840.87,843.61,855.02,860.69,437.01,836.11,838.49,848.24,851.45,861.22,439.769613,1.39,14.26,925.64,-192.87,82.13,108.65
588,1294.77,645.50,653.19,1555.16,68.46,437.03,833.34,839.93,847.44,853.37,863.42,439.20,837.49,841.94,845.55,850.56,862.95,438.1225845,1.47,15.69,930.79,-194.43,82.44,108.95
589,1302.31,645.70,654.64,1556.61,69.26,437.42,833.52,840.48,843.35,852.47,860.89,438.85,837.19,841.93,846.56,854.34,862.37,438.142016,1.40,13.70,926.45,-186.08,81.62,107.65
590,1294.31,654.39,651.42,1559.43,71.12,441.95,836.67,841.72,847.19,854.70,861.97,437.94,833.33,839.46,846.88,855.00,861.80,439.9461692,1.48,15.46,926.25,-185.89,82.43,107.09
591,1304.66,652.20,647.05,1566.24,68.53,442.21,833.69,841.86,848.87,854.46,862.59,439.34,833.07,838.13,845.65,853.17,862.75,440.780925,1.62,16.14,939.92,-192.63,82.37,109.11
592,1304.30,651.97,645.12,1565.11,68.33,438.53,836.44,841.33,843.73,852.03,862.10,437.50,834.73,838.75,845.63,855.43,863.42,438.0177725,1.57,14.72,924.59,-186.97,82.11,106.84
593,1291.71,652.13,651.22,1555.70,68.28,437.32,836.59,841.79,846.55,851.29,863.20,438.92,832.65,838.23,845.01,854.34,861.04,438.117501,1.37,15.43,934.33,-194.44,81.78,107.84
594,1306.54,651.49,646.47,1566.29,68.11,438.14,835.44,841.91,846.47,850.51,860.64,439.33,835.68,841.32,845.10,854.74,862.71,438.7312721,1.49,15.13,921.82,-193.41,81.62,106.80
595,1307.66,645.88,649.86,1558.30,70.38,440.48,833.62,839.99,848.88,851.89,862.87,437.06,834.83,841.06,846.69,851.11,862.20,438.7635268,1.39,15.81,929.87,-188.17,82.09,107.87
596,1303.98,649.98,650.27,1563.05,71.78,441.71,833.22,840.87,843.27,855.29,862.15,437.43,834.85,838.12,845.17,854.97,863.23,439.56887,1.36,14.93,924.46,-191.24,81.50,106.82
597,1308.21,648.35,648.79,1557.42,71.34,439.19,833.58,840.14,847.36,854.27,860.58,438.49,836.36,839.91,843.02,852.41,863.10,438.8418004,1.60,13.51,933.80,-187.09,81.67,107.58
598,1303.39,653.49,654.80,1554.80,68.19,442.24,836.87,841.56,847.20,853.16,863.15,439.27,836.05,841.89,846.55,854.74,861.16,440.7514588,1.63,14.73,922.37,-191.07,82.08,107.30
599,1291.47,651.79,646.09,1562.68,68.86,441.21,835.77,839.28,845.24,853.60,861.26,440.57,837.36,841.06,848.75,853.68,862.04,440.8921089,1.35,13.77,926.71,-189.72,81.55,107.37
600,1309.15,653.03,653.61,1556.59,69.49,440.13,835.44,839.30,844.09,854.30,863.15,441.72,833.62,841.60,846.12,850.57,863.26,440.924276,1.49,15.13,920.34,-191.74,81.90,107.21
601,1298.36,651.01,650.87,1552.60,70.34,437.19,836.68,840.95,848.16,853.51,860.78,442.99,834.29,840.14,848.36,853.51,862.69,440.0900242,1.45,14.88,923.22,-192.72,81.84,107.07
602,1300.78,651.90,648.66,1553.21,70.44,437.61,837.16,840.33,844.33,852.88,863.29,442.92,833.63,838.08,847.42,850.53,861.60,440.2562422,1.57,15.24,929.82,-186.31,81.64,107.62
603,1299.99,647.35,647.08,1561.31,69.26,439.47,835.01,838.94,843.73,854.70,863.15,440.19,836.05,839.64,847.32,852.48,860.83,439.8335053,1.35,14.31,936.67,-185.14,82.30,109.07
604,1297.72,646.71,645.74,1562.03,70.25,442.15,835.92,838.63,848.96,850.54,862.06,441.59,834.12,841.44,846.32,854.95,862.78,441.8695324,1.64,15.01,922.10,-191.18,81.80,108.09
605,1295.30,647.75,652.10,1560.46,69.86,441.30,833.18,841.33,848.60,854.93,862.88,438.41,836.39,839.32,845.53,851.15,861.00,439.8489884,1.38,14.12,933.43,-185.32,81.72,107.37
606,1309.25,645.34,651.10,1561.71,68.16,442.29,833.74,841.49,847.70,850.50,861.19,437.19,833.71,839.30,843.05,853.48,860.65,439.7310675,1.55,15.05,939.01,-190.00,82.33,108.10
607,1303.78,651.30,649.11,1554.26,71.34,440.35,833.43,840.70,844.26,852.40,862.26,440.14,836.66,838.76,846.04,852.77,860.73,440.248457,1.49,14.17,920.75,-190.11,81.65,107.59
608,1304.15,647.33,648.06,1555.86,69.61,442.83,836.50,838.42,844.92,854.55,862.39,438.41,835.37,839.02,846.93,853.83,861.35,440.621685,1.51,15.70,927.84,-187.12,81.82,107.25
609,1303.52,650.29,653.56,1563.74,70.56,441.16,836.61,840.13,844.02,852.84,860.62,442.83,833.43,841.97,843.25,850.63,861.43,442.0009756,1.36,16.37,931.34,-193.99,82.22,109.20
610,1308.07,645.47,646.10,1565.21,69.02,442.75,834.30,840.05,843.60,853.80,861.89,437.89,833.47,838.40,844.39,853.09,861.86,440.3155931,1.51,16.12,931.48,-186.77,82.44,107.80
611,1301.33,653.60,645.14,1564.65,69.73,438.45,835.70,839.85,846.53,852.56,860.59,438.45,835.46,838.54,845.67,852.76,860.86,438.4545614,1.35,14.32,929.34,-185.11,81.65,107.35
612,1302.87,646.36,654.18,1554.43,69.26,438.50,837.09,838.12,848.90,852.81,862.69,442.52,835.72,841.55,846.92,853.12,861.07,440.5216113,1.39,14.00,924.44,-186.65,82.07,109.10
613,1308.48,645.54,646.88,1556.99,70.50,440.16,837.10,839.10,847.22,855.01,862.17,441.77,837.19,839.06,848.26,852.36,860.58,440.9661253,1.36,15.89,938.39,-188.82,82.12,108.36
614,1301.62,646.26,645.29,1564.44,69.53,441.62,836.40,840.22,847.51,851.22,863.06,440.99,837.23,841.20,847.45,852.72,863.45,441.3040688,1.46,13.61,924.66,-186.82,81.59,108.84
615,1305.18,647.31,647.92,1558.06,69.81,439.38,835.26,840.58,846.20,853.04,861.31,439.08,833.48,839.78,845.81,850.58,861.43,439.2295273,1.62,13.90,926.60,-192.15,81.66,107.66
616,1307.56,649.16,646.53,1558.93,68.50,442.16,835.54,838.80,847.87,853.59,861.80,440.14,835.68,839.86,845.74,851.77,862.54,441.1499365,1.50,14.88,922.64,-189.36,82.00,106.98
617,1294.68,648.23,653.69,1562.89,68.24,437.20,832.58,841.95,847.49,851.45,861.16,438.06,835.35,840.36,848.54,854.16,862.86,437.6342164,1.35,16.47,934.18,-194.48,81.69,107.68
618,1302.77,647.56,649.92,1556.00,71.37,442.81,836.89,838.45,843.06,853.57,863.31,441.67,836.88,840.51,843.33,851.18,861.52,442.238778,1.42,15.72,925.95,-189.04,82.42,108.74
619,1294.52,647.95,650.28,1567.43,68.37,441.13,835.93,838.76,845.37,851.88,860.97,437.97,834.45,838.70,848.87,850.71,862.13,439.548644,1.51,16.31,935.30,-185.84,81.50,106.91
620,1297.55,654.79,651.50,1558.96,70.81,440.91,835.31,839.00,847.00,853.83,860.93,439.51,834.34,840.79,847.05,851.05,862.62,440.2099997,1.41,13.85,923.10,-189.87,82.05,108.58
621,1302.26,654.13,647.55,1552.83,71.51,439.80,835.20,840.33,843.15,855.16,862.23,441.02,837.39,839.46,845.35,852.00,863.27,440.4034827,1.52,13.77,927.01,-192.19,82.14,107.03
622,1303.22,647.90,651.72,1557.39,68.70,440.19,833.36,840.08,847.99,850.76,863.06,442.31,836.72,841.59,848.66,851.87,863.37,441.2513249,1.42,15.01,938.30,-188.56,82.28,109.18
623,1292.41,650.10,653.40,1556.40,71.16,442.47,835.44,839.64,846.67,850.59,861.59,441.35,836.46,839.62,847.69,851.45,862.54,441.9085294,1.41,13.63,936.67,-188.10,82.26,108.01
624,1299.93,647.55,647.52,1554.61,69.33,441.06,834.05,841.66,843.79,851.57,860.97,438.45,834.03,840.09,844.86,853.51,861.50,439.755857,1.43,15.17,923.67,-193.42,81.93,107.72
625,1291.87,654.18,650.42,1560.81,70.65,439.50,835.89,840.26,846.36,850.55,863.47,441.07,834.10,838.04,843.66,852.15,861.84,440.2824712,1.56,15.36,928.14,-192.95,81.55,109.06
626,1290.51,653.36,651.79,1553.37,69.09,437.57,836.05,840.43,843.96,853.51,863.13,439.52,834.36,838.98,846.08,853.78,863.45,438.5432829,1.44,15.74,931.71,-192.09,82.32,107.53
627,1307.53,654.76,648.01,1553.77,68.72,439.23,835.75,839.42,843.36,852.10,861.06,437.63,833.83,839.82,844.14,853.88,861.52,438.4341016,1.54,16.04,921.51,-193.39,81.70,108.44
628,1297.89,648.55,654.69,1552.67,70.63,437.97,834.67,841.51,844.54,854.37,861.16,439.43,836.38,840.13,846.19,852.15,863.26,438.7057276,1.63,14.22,925.65,-185.99,82.06,107.15
629,1295.09,653.80,649.99,1555.21,71.12,441.51,837.15,840.76,843.93,853.15,861.96,439.45,834.32,841.72,844.21,853.24,861.09,440.4810474,1.48,15.99,926.46,-192.23,82.25,108.61
630,1298.16,646.43,653.62,1559.47,71.31,442.05,834.31,841.88,845.90,852.52,860.87,440.26,834.17,839.00,844.02,850.80,863.04,441.1521278,1.39,15.24,922.35,-194.82,81.76,107.85
631,1295.63,649.49,647.07,1558.63,69.16,442.67,834.63,839.55,843.11,852.98,862.22,438.89,832.68,838.15,848.04,852.15,860.82,440.7838308,1.52,14.55,921.20,-192.47,81.60,107.40
632,1290.89,649.00,649.88,1567.20,68.71,442.41,834.06,841.10,843.03,854.75,861.38,437.03,833.74,840.28,848.90,852.49,860.78,439.7211204,1.39,14.44,928.35,-188.28,81.81,106.91
633,1307.80,653.77,646.35,1558.97,69.52,437.02,836.82,841.92,847.52,853.11,860.61,439.72,834.31,839.65,847.65,851.81,861.80,438.3616042,1.50,14.42,925.10,-185.37,82.38,109.13
634,1302.71,652.29,646.10,1556.08,71.23,441.19,836.32,840.72,844.06,851.08,861.21,438.96,836.91,838.27,846.84,852.52,861.31,440.079133,1.44,14.82,931.05,-185.00,82.19,107.14
635,1295.85,651.86,647.38,1566.35,69.03,442.64,835.03,840.06,843.96,852.59,861.41,437.78,835.22,840.31,845.13,851.54,861.56,440.2178204,1.41,14.50,920.80,-194.71,81.66,108.45
636,1293.46,648.10,650.14,1562.09,70.66,442.31,834.91,840.66,846.05,852.07,863.18,438.45,837.03,841.56,846.34,851.20,861.69,440.3760177,1.63,14.87,932.61,-188.44,81.54,109.23
637,1290.72,652.62,646.70,1560.13,71.07,439.72,835.74,839.45,843.56,854.35,861.01,442.07,834.50,839.22,846.88,854.65,863.37,440.8916949,1.39,14.53,935.34,-189.69,82.43,108.87
638,1293.74,650.09,647.18,1561.11,71.05,438.45,834.64,840.53,845.19,852.36,861.88,442.16,837.21,839.10,844.53,855.22,860.92,440.3029535,1.58,16.11,933.69,-188.83,81.50,109.29
639,1291.34,650.64,648.33,1554.93,70.11,441.38,837.05,841.79,847.90,852.14,862.68,437.67,834.16,840.50,845.14,854.84,863.30,439.5301741,1.49,13.60,925.29,-189.04,81.72,108.46
640,1308.08,652.61,652.01,1554.47,68.23,438.35,836.14,839.74,843.41,850.58,861.18,439.07,834.05,839.22,847.48,854.56,861.49,438.7092166,1.39,14.18,933.38,-193.70,81.60,109.19
641,1300.83,649.76,654.10,1566.26,71.32,437.48,835.72,838.34,845.02,853.59,860.59,438.72,833.19,840.50,847.00,852.35,861.21,438.0981193,1.50,15.37,934.34,-194.93,82.43,108.76
642,1292.70,647.76,649.27,1559.99,69.71,439.96,836.57,838.55,843.14,852.74,862.58,437.31,837.48,838.95,847.16,850.54,861.58,438.6364389,1.36,13.94,932.24,-187.17,81.73,108.46
643,1299.98,649.20,649.37,1554.19,70.95,440.67,832.51,839.21,845.29,853.48,861.02,442.96,836.34,841.00,847.62,854.77,863.35,441.8147963,1.52,16.25,933.43,-190.10,82.23,108.46
644,1306.24,647.02,653.77,1565.37,70.97,438.57,833.37,840.76,847.82,854.90,860.83,441.13,834.93,841.27,845.60,852.93,860.72,439.8585669,1.62,15.59,927.83,-193.45,82.32,106.79
645,1295.48,645.82,648.63,1554.10,70.84,438.03,833.03,839.51,845.97,852.30,861.91,440.38,832.76,839.82,845.20,853.91,861.50,439.2032019,1.51,14.32,925.56,-186.80,81.50,107.19
646,1292.93,649.90,652.65,1565.47,69.36,441.45,833.78,841.45,843.13,853.09,861.66,442.35,835.35,840.32,844.37,851.92,863.41,441.9000281,1.51,14.39,933.85,-187.67,81.72,107.59
647,1301.92,652.12,647.32,1553.82,70.82,437.79,834.98,841.76,846.69,853.98,862.30,438.39,836.47,841.32,843.61,853.03,862.22,438.0900424,1.37,14.97,932.18,-186.12,81.91,108.20
648,1295.89,653.16,647.04,1560.62,70.22,439.53,836.18,841.54,843.09,852.92,863.12,437.45,836.66,841.87,844.56,853.78,863.28,438.4912519,1.53,13.55,929.10,-187.47,82.33,108.24
649,1302.52,647.94,653.31,1560.40,69.20,440.64,836.25,838.70,843.90,854.03,861.30,440.67,836.00,840.50,846.55,854.45,860.58,440.6506686,1.41,15.98,926.27,-188.54,81.60,106.96
650,1305.03,649.38,651.01,1552.52,70.67,441.50,832.59,839.78,845.27,850.80,862.89,440.29,837.43,840.14,845.04,852.09,860.80,440.8914292,1.47,15.64,939.66,-185.67,81.64,108.33
651,1291.49,654.57,649.11,1564.64,69.72,442.41,834.95,840.74,848.30,854.66,860.83,438.45,835.97,839.24,843.59,853.14,860.58,440.4345776,1.52,15.10,923.16,-192.18,81.62,106.86
652,1307.34,650.93,646.12,1563.78,71.33,439.83,833.83,840.88,845.34,850.53,860.72,439.60,837.45,841.91,847.50,851.38,862.23,439.7130264,1.64,14.72,932.53,-188.10,82.33,107.63
653,1301.59,646.77,645.55,1566.62,68.66,438.82,836.24,841.25,843.93,852.14,863.26,438.76,832.78,841.45,843.90,850.52,860.53,438.7897502,1.60,14.71,931.13,-186.80,82.35,108.75
654,1308.86,649.63,651.02,1556.65,69.58,442.40,836.05,841.50,848.82,853.94,863.19,439.81,835.45,840.77,844.90,852.05,863.24,441.1074699,1.37,15.75,933.10,-194.15,81.55,109.26
655,1303.55,653.49,651.05,1555.91,69.61,440.10,834.53,840.14,846.64,851.03,863.43,442.53,834.38,838.64,846.96,854.67,861.10,441.3135821,1.50,15.48,922.71,-187.97,82.38,106.84
656,1301.39,648.53,646.05,1566.74,68.34,437.31,835.96,839.26,843.10,851.80,861.06,437.21,833.47,838.63,846.19,853.60,862.91,437.2619002,1.62,16.22,934.28,-193.21,82.21,108.44
657,1295.66,653.38,646.23,1555.55,71.29,439.78,836.66,840.11,845.93,854.98,862.18,437.14,835.93,838.62,847.82,853.23,861.87,438.4670625,1.48,13.87,932.76,-193.41,82.48,108.38
658,1297.91,654.01,650.52,1553.35,69.86,438.28,835.56,841.95,848.36,854.66,862.32,438.22,835.27,840.41,848.45,850.97,860.72,438.2477813,1.59,15.59,920.49,-189.33,81.71,107.58
659,1292.71,653.76,652.09,1556.79,71.44,437.43,836.20,840.03,845.07,853.52,862.43,442.53,836.48,841.93,848.36,853.59,861.94,439.9772142,1.45,14.48,925.22,-194.99,82.40,109.21
660,1307.32,648.10,647.76,1555.23,70.60,442.11,835.24,841.26,843.36,851.86,863.27,440.94,835.92,839.88,846.79,852.98,861.67,441.5266833,1.50,14.99,934.96,-192.87,81.90,108.15
661,1299.52,646.73,647.60,1567.32,69.48,440.64,837.35,841.17,845.10,851.01,860.94,437.94,834.90,839.07,844.21,854.33,860.54,439.290853,1.55,15.43,927.49,-190.32,81.99,109.06
662,1290.25,647.33,647.61,1560.49,70.83,440.76,835.49,839.99,843.43,850.62,862.68,438.47,836.61,841.07,844.11,854.40,862.79,439.6185661,1.52,15.80,920.71,-194.59,82.47,106.96
